[2023-05-19T12:02:30.648+0530] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: concurrent_bash_tasks.submitt_topology manual__2023-05-19T06:32:26.917054+00:00 [queued]>
[2023-05-19T12:02:30.657+0530] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: concurrent_bash_tasks.submitt_topology manual__2023-05-19T06:32:26.917054+00:00 [queued]>
[2023-05-19T12:02:30.658+0530] {taskinstance.py:1331} INFO - Starting attempt 1 of 1
[2023-05-19T12:02:30.674+0530] {taskinstance.py:1350} INFO - Executing <Task(BashOperator): submitt_topology> on 2023-05-19 06:32:26.917054+00:00
[2023-05-19T12:02:30.678+0530] {standard_task_runner.py:57} INFO - Started process 16327 to run task
[2023-05-19T12:02:30.683+0530] {standard_task_runner.py:84} INFO - Running: ['airflow', 'tasks', 'run', 'concurrent_bash_tasks', 'submitt_topology', 'manual__2023-05-19T06:32:26.917054+00:00', '--job-id', '715', '--raw', '--subdir', 'DAGS_FOLDER/kafkastorm.py', '--cfg-path', '/tmp/tmpu7qsks1e']
[2023-05-19T12:02:30.685+0530] {standard_task_runner.py:85} INFO - Job 715: Subtask submitt_topology
[2023-05-19T12:02:30.734+0530] {task_command.py:410} INFO - Running <TaskInstance: concurrent_bash_tasks.submitt_topology manual__2023-05-19T06:32:26.917054+00:00 [running]> on host nizam-HP-15-Notebook-PC
[2023-05-19T12:02:30.863+0530] {taskinstance.py:1568} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='concurrent_bash_tasks' AIRFLOW_CTX_TASK_ID='submitt_topology' AIRFLOW_CTX_EXECUTION_DATE='2023-05-19T06:32:26.917054+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-05-19T06:32:26.917054+00:00'
[2023-05-19T12:02:30.868+0530] {subprocess.py:63} INFO - Tmp dir root location: 
 /tmp
[2023-05-19T12:02:30.870+0530] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /home/nizam/project/Kafka-Storm && sparse run --name first_topology']
[2023-05-19T12:02:30.883+0530] {subprocess.py:86} INFO - Output:
[2023-05-19T12:02:42.619+0530] {subprocess.py:93} INFO - Cleaning from prior builds...
[2023-05-19T12:02:44.520+0530] {subprocess.py:93} INFO - Creating topology Uber-JAR...
[2023-05-19T12:03:10.436+0530] {subprocess.py:93} INFO - Uber-JAR created: /home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar
[2023-05-19T12:03:26.101+0530] {subprocess.py:93} INFO - Removing _resources temporary directory...SLF4J: Class path contains multiple SLF4J bindings.
[2023-05-19T12:03:26.102+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-slf4j-impl-2.8.2.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-19T12:03:26.102+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-19T12:03:26.103+0530] {subprocess.py:93} INFO - SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
[2023-05-19T12:03:26.106+0530] {subprocess.py:93} INFO - SLF4J: Actual binding is of type [org.apache.logging.slf4j.Log4jLoggerFactory]
[2023-05-19T12:03:29.912+0530] {subprocess.py:93} INFO - Running: /usr/lib/jvm/java-11-openjdk-amd64/bin/java -client -Ddaemon.name= -Dstorm.options= -Dstorm.home=/home/nizam/Downloads/apache-storm-1.2.3 -Dstorm.log.dir=/home/nizam/Downloads/apache-storm-1.2.3/logs -Djava.library.path=/usr/local/lib:/opt/local/lib:/usr/lib -Dstorm.conf.file= -cp /home/nizam/Downloads/apache-storm-1.2.3/*:/home/nizam/Downloads/apache-storm-1.2.3/lib/*:/home/nizam/Downloads/apache-storm-1.2.3/extlib/*:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar:/home/nizam/Downloads/apache-storm-1.2.3/conf:/home/nizam/Downloads/apache-storm-1.2.3/bin -Dstorm.jar=/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar -Dstorm.dependency.jars= -Dstorm.dependency.artifacts={} org.apache.storm.flux.Flux --local --no-splash --sleep 9223372036854775807 /tmp/tmplu2gtn28.yaml
[2023-05-19T12:03:30.191+0530] {subprocess.py:93} INFO - SLF4J: Class path contains multiple SLF4J bindings.
[2023-05-19T12:03:30.192+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-slf4j-impl-2.8.2.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-19T12:03:30.193+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-19T12:03:30.193+0530] {subprocess.py:93} INFO - SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
[2023-05-19T12:03:30.203+0530] {subprocess.py:93} INFO - SLF4J: Actual binding is of type [org.apache.logging.slf4j.Log4jLoggerFactory]
[2023-05-19T12:03:31.894+0530] {subprocess.py:93} INFO - Parsing file: /tmp/tmplu2gtn28.yaml
[2023-05-19T12:03:31.986+0530] {subprocess.py:93} INFO - 2036 [main] INFO  o.a.s.f.p.FluxParser - loading YAML from input stream...
[2023-05-19T12:03:31.992+0530] {subprocess.py:93} INFO - 2043 [main] INFO  o.a.s.f.p.FluxParser - Not performing property substitution.
[2023-05-19T12:03:31.992+0530] {subprocess.py:93} INFO - 2044 [main] INFO  o.a.s.f.p.FluxParser - Not performing environment variable substitution.
[2023-05-19T12:03:32.088+0530] {subprocess.py:93} INFO - 2140 [main] INFO  o.a.s.f.FluxBuilder - Detected DSL topology...
[2023-05-19T12:03:32.295+0530] {subprocess.py:93} INFO - 2346 [main] WARN  o.a.s.u.Utils - STORM-VERSION new 1.2.3 old null
[2023-05-19T12:03:32.295+0530] {subprocess.py:93} INFO - ---------- TOPOLOGY DETAILS ----------
[2023-05-19T12:03:32.295+0530] {subprocess.py:93} INFO - Topology Name: first_topology
[2023-05-19T12:03:32.296+0530] {subprocess.py:93} INFO - --------------- SPOUTS ---------------
[2023-05-19T12:03:32.296+0530] {subprocess.py:93} INFO - kafka_spout [1] (org.apache.storm.flux.wrappers.spouts.FluxShellSpout)
[2023-05-19T12:03:32.296+0530] {subprocess.py:93} INFO - ---------------- BOLTS ---------------
[2023-05-19T12:03:32.296+0530] {subprocess.py:93} INFO - filter_bolt [1] (org.apache.storm.flux.wrappers.bolts.FluxShellBolt)
[2023-05-19T12:03:32.297+0530] {subprocess.py:93} INFO - --------------- STREAMS ---------------
[2023-05-19T12:03:32.297+0530] {subprocess.py:93} INFO - kafka_spout --FIELDS--> filter_bolt
[2023-05-19T12:03:32.298+0530] {subprocess.py:93} INFO - --------------------------------------
[2023-05-19T12:03:32.299+0530] {subprocess.py:93} INFO - 2348 [main] INFO  o.a.s.f.Flux - Running in local mode...
[2023-05-19T12:03:38.304+0530] {subprocess.py:93} INFO - 8355 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:zookeeper.version=3.4.14-4c25d480e66aadd371de8bd2fd8da255ac140bcf, built on 03/06/2019 16:18 GMT
[2023-05-19T12:03:38.304+0530] {subprocess.py:93} INFO - 8356 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:host.name=nizam-HP-15-Notebook-PC
[2023-05-19T12:03:38.304+0530] {subprocess.py:93} INFO - 8356 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.version=11.0.19
[2023-05-19T12:03:38.305+0530] {subprocess.py:93} INFO - 8356 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.vendor=Ubuntu
[2023-05-19T12:03:38.305+0530] {subprocess.py:93} INFO - 8356 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.home=/usr/lib/jvm/java-11-openjdk-amd64
[2023-05-19T12:03:38.305+0530] {subprocess.py:93} INFO - 8356 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.class.path=/home/nizam/Downloads/apache-storm-1.2.3/*:/home/nizam/Downloads/apache-storm-1.2.3/lib/ring-cors-0.1.5.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/metrics-graphite-3.1.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/kryo-3.0.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/objenesis-2.1.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-slf4j-impl-2.8.2.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-api-2.8.2.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/disruptor-3.3.11.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-over-slf4j-1.6.6.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-core-2.8.2.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/clojure-1.7.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/storm-core-1.2.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/minlog-1.3.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/servlet-api-2.5.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/reflectasm-1.10.1.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/metrics-core-3.1.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/storm-rename-hack-1.2.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/asm-5.0.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/slf4j-api-1.7.21.jar:/home/nizam/Downloads/apache-storm-1.2.3/extlib/*:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar:/home/nizam/Downloads/apache-storm-1.2.3/conf:/home/nizam/Downloads/apache-storm-1.2.3/bin
[2023-05-19T12:03:38.305+0530] {subprocess.py:93} INFO - 8357 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.library.path=/usr/local/lib:/opt/local/lib:/usr/lib
[2023-05-19T12:03:38.306+0530] {subprocess.py:93} INFO - 8357 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.io.tmpdir=/tmp
[2023-05-19T12:03:38.306+0530] {subprocess.py:93} INFO - 8357 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.compiler=<NA>
[2023-05-19T12:03:38.306+0530] {subprocess.py:93} INFO - 8357 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:os.name=Linux
[2023-05-19T12:03:38.306+0530] {subprocess.py:93} INFO - 8357 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:os.arch=amd64
[2023-05-19T12:03:38.307+0530] {subprocess.py:93} INFO - 8357 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:os.version=5.19.0-41-generic
