[2023-05-17T00:27:24.614+0530] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: storm_topology1.submit_topology manual__2023-05-16T18:57:19.900401+00:00 [queued]>
[2023-05-17T00:27:24.635+0530] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: storm_topology1.submit_topology manual__2023-05-16T18:57:19.900401+00:00 [queued]>
[2023-05-17T00:27:24.635+0530] {taskinstance.py:1331} INFO - Starting attempt 1 of 1
[2023-05-17T00:27:24.666+0530] {taskinstance.py:1350} INFO - Executing <Task(BashOperator): submit_topology> on 2023-05-16 18:57:19.900401+00:00
[2023-05-17T00:27:24.673+0530] {standard_task_runner.py:57} INFO - Started process 21986 to run task
[2023-05-17T00:27:24.678+0530] {standard_task_runner.py:84} INFO - Running: ['airflow', 'tasks', 'run', 'storm_topology1', 'submit_topology', 'manual__2023-05-16T18:57:19.900401+00:00', '--job-id', '288', '--raw', '--subdir', 'DAGS_FOLDER/kafkastorm.py', '--cfg-path', '/tmp/tmp0kq6tnzl']
[2023-05-17T00:27:24.681+0530] {standard_task_runner.py:85} INFO - Job 288: Subtask submit_topology
[2023-05-17T00:27:24.757+0530] {task_command.py:410} INFO - Running <TaskInstance: storm_topology1.submit_topology manual__2023-05-16T18:57:19.900401+00:00 [running]> on host nizam-HP-15-Notebook-PC
[2023-05-17T00:27:24.880+0530] {taskinstance.py:1568} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='your_name' AIRFLOW_CTX_DAG_ID='storm_topology1' AIRFLOW_CTX_TASK_ID='submit_topology' AIRFLOW_CTX_EXECUTION_DATE='2023-05-16T18:57:19.900401+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-05-16T18:57:19.900401+00:00'
[2023-05-17T00:27:24.882+0530] {subprocess.py:63} INFO - Tmp dir root location: 
 /tmp
[2023-05-17T00:27:24.883+0530] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /home/nizam/project/Kafka-Storm && sparse run --name first_topology']
[2023-05-17T00:27:24.893+0530] {subprocess.py:86} INFO - Output:
[2023-05-17T00:27:37.406+0530] {subprocess.py:93} INFO - Cleaning from prior builds...
[2023-05-17T00:27:39.787+0530] {subprocess.py:93} INFO - Creating topology Uber-JAR...
[2023-05-17T00:27:59.084+0530] {subprocess.py:93} INFO - Uber-JAR created: /home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar
[2023-05-17T00:28:08.475+0530] {subprocess.py:93} INFO - Removing _resources temporary directory...SLF4J: Class path contains multiple SLF4J bindings.
[2023-05-17T00:28:08.476+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-slf4j-impl-2.8.2.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-17T00:28:08.476+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-17T00:28:08.477+0530] {subprocess.py:93} INFO - SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
[2023-05-17T00:28:08.480+0530] {subprocess.py:93} INFO - SLF4J: Actual binding is of type [org.apache.logging.slf4j.Log4jLoggerFactory]
[2023-05-17T00:28:10.580+0530] {subprocess.py:93} INFO - Running: /usr/lib/jvm/java-11-openjdk-amd64/bin/java -client -Ddaemon.name= -Dstorm.options= -Dstorm.home=/home/nizam/Downloads/apache-storm-1.2.3 -Dstorm.log.dir=/home/nizam/Downloads/apache-storm-1.2.3/logs -Djava.library.path=/usr/local/lib:/opt/local/lib:/usr/lib -Dstorm.conf.file= -cp /home/nizam/Downloads/apache-storm-1.2.3/*:/home/nizam/Downloads/apache-storm-1.2.3/lib/*:/home/nizam/Downloads/apache-storm-1.2.3/extlib/*:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar:/home/nizam/Downloads/apache-storm-1.2.3/conf:/home/nizam/Downloads/apache-storm-1.2.3/bin -Dstorm.jar=/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar -Dstorm.dependency.jars= -Dstorm.dependency.artifacts={} org.apache.storm.flux.Flux --local --no-splash --sleep 9223372036854775807 /tmp/tmpj5epcg92.yaml
[2023-05-17T00:28:10.734+0530] {subprocess.py:93} INFO - SLF4J: Class path contains multiple SLF4J bindings.
[2023-05-17T00:28:10.734+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-slf4j-impl-2.8.2.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-17T00:28:10.735+0530] {subprocess.py:93} INFO - SLF4J: Found binding in [jar:file:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
[2023-05-17T00:28:10.735+0530] {subprocess.py:93} INFO - SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
[2023-05-17T00:28:10.742+0530] {subprocess.py:93} INFO - SLF4J: Actual binding is of type [org.apache.logging.slf4j.Log4jLoggerFactory]
[2023-05-17T00:28:11.596+0530] {subprocess.py:93} INFO - Parsing file: /tmp/tmpj5epcg92.yaml
[2023-05-17T00:28:11.644+0530] {subprocess.py:93} INFO - 1040 [main] INFO  o.a.s.f.p.FluxParser - loading YAML from input stream...
[2023-05-17T00:28:11.649+0530] {subprocess.py:93} INFO - 1047 [main] INFO  o.a.s.f.p.FluxParser - Not performing property substitution.
[2023-05-17T00:28:11.650+0530] {subprocess.py:93} INFO - 1048 [main] INFO  o.a.s.f.p.FluxParser - Not performing environment variable substitution.
[2023-05-17T00:28:11.742+0530] {subprocess.py:93} INFO - 1140 [main] INFO  o.a.s.f.FluxBuilder - Detected DSL topology...
[2023-05-17T00:28:11.945+0530] {subprocess.py:93} INFO - 1342 [main] WARN  o.a.s.u.Utils - STORM-VERSION new 1.2.3 old null
[2023-05-17T00:28:11.946+0530] {subprocess.py:93} INFO - ---------- TOPOLOGY DETAILS ----------
[2023-05-17T00:28:11.946+0530] {subprocess.py:93} INFO - Topology Name: first_topology
[2023-05-17T00:28:11.946+0530] {subprocess.py:93} INFO - --------------- SPOUTS ---------------
[2023-05-17T00:28:11.946+0530] {subprocess.py:93} INFO - kafka_spout [1] (org.apache.storm.flux.wrappers.spouts.FluxShellSpout)
[2023-05-17T00:28:11.946+0530] {subprocess.py:93} INFO - ---------------- BOLTS ---------------
[2023-05-17T00:28:11.947+0530] {subprocess.py:93} INFO - filter_bolt [1] (org.apache.storm.flux.wrappers.bolts.FluxShellBolt)
[2023-05-17T00:28:11.947+0530] {subprocess.py:93} INFO - --------------- STREAMS ---------------
[2023-05-17T00:28:11.947+0530] {subprocess.py:93} INFO - kafka_spout --FIELDS--> filter_bolt
[2023-05-17T00:28:11.947+0530] {subprocess.py:93} INFO - --------------------------------------
[2023-05-17T00:28:11.947+0530] {subprocess.py:93} INFO - 1345 [main] INFO  o.a.s.f.Flux - Running in local mode...
[2023-05-17T00:28:16.079+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:zookeeper.version=3.4.14-4c25d480e66aadd371de8bd2fd8da255ac140bcf, built on 03/06/2019 16:18 GMT
[2023-05-17T00:28:16.079+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:host.name=nizam-HP-15-Notebook-PC
[2023-05-17T00:28:16.079+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.version=11.0.18
[2023-05-17T00:28:16.080+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.vendor=Ubuntu
[2023-05-17T00:28:16.080+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.home=/usr/lib/jvm/java-11-openjdk-amd64
[2023-05-17T00:28:16.080+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.class.path=/home/nizam/Downloads/apache-storm-1.2.3/*:/home/nizam/Downloads/apache-storm-1.2.3/lib/ring-cors-0.1.5.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/metrics-graphite-3.1.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/kryo-3.0.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/objenesis-2.1.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-slf4j-impl-2.8.2.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-api-2.8.2.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/disruptor-3.3.11.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-over-slf4j-1.6.6.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/log4j-core-2.8.2.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/clojure-1.7.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/storm-core-1.2.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/minlog-1.3.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/servlet-api-2.5.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/reflectasm-1.10.1.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/metrics-core-3.1.0.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/storm-rename-hack-1.2.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/asm-5.0.3.jar:/home/nizam/Downloads/apache-storm-1.2.3/lib/slf4j-api-1.7.21.jar:/home/nizam/Downloads/apache-storm-1.2.3/extlib/*:/home/nizam/project/Kafka-Storm/_build/Kafka_storm-0.0.1-SNAPSHOT-standalone.jar:/home/nizam/Downloads/apache-storm-1.2.3/conf:/home/nizam/Downloads/apache-storm-1.2.3/bin
[2023-05-17T00:28:16.080+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.library.path=/usr/local/lib:/opt/local/lib:/usr/lib
[2023-05-17T00:28:16.081+0530] {subprocess.py:93} INFO - 5477 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.io.tmpdir=/tmp
[2023-05-17T00:28:16.081+0530] {subprocess.py:93} INFO - 5478 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:java.compiler=<NA>
[2023-05-17T00:28:16.081+0530] {subprocess.py:93} INFO - 5478 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:os.name=Linux
[2023-05-17T00:28:16.081+0530] {subprocess.py:93} INFO - 5478 [main] INFO  o.a.s.s.o.a.z.s.ZooKeeperServer - Server environment:os.arch=amd64
